Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HF,AF,HC,AC,HY,AY,HR,AR,Season
2020-01-18,Sassuolo,Torino,2,1,H,13,15,13,6,2,4,0,0,2019
2020-01-18,Napoli,Fiorentina,0,2,A,7,10,4,5,2,2,0,0,2019
2020-01-19,AC Milan,Udinese,3,2,H,17,8,9,3,5,1,0,0,2019
2020-01-19,Bologna,Hellas Verona,1,1,D,20,16,3,8,6,2,1,0,2019
2020-01-19,Brescia,Cagliari,2,2,D,10,18,2,7,4,4,1,0,2019
2020-01-19,Lecce,Internazionale,1,1,D,11,9,3,14,2,2,0,0,2019
2020-01-19,Genoa,AS Roma,1,3,A,12,13,7,3,2,3,0,0,2019
2020-01-19,Juventus,Parma,2,1,H,12,10,10,6,0,1,0,0,2019
2020-01-20,Atalanta,SPAL,1,2,A,15,17,8,4,2,3,0,0,2019
2020-01-24,Brescia,AC Milan,0,1,A,12,15,7,3,2,4,0,0,2019
2020-01-25,SPAL,Bologna,1,3,A,16,15,5,9,4,3,0,0,2019
2020-01-25,Fiorentina,Genoa,0,0,D,18,21,7,6,4,3,0,0,2019
2020-01-25,Torino,Atalanta,0,7,A,17,12,4,12,3,2,2,0,2019
2020-01-26,Internazionale,Cagliari,1,1,D,10,10,4,6,4,1,2,0,2019
2020-01-26,Parma,Udinese,2,0,H,12,9,5,11,2,3,0,0,2019
2020-01-26,Sampdoria,Sassuolo,0,0,D,16,9,6,3,4,1,0,1,2019
2020-01-26,Hellas Verona,Lecce,3,0,H,16,11,5,0,2,3,0,1,2019
2020-01-26,AS Roma,Lazio,1,1,D,11,12,7,1,3,4,0,0,2019
2020-01-26,Napoli,Juventus,2,1,H,14,14,3,2,2,5,0,0,2019
2020-01-02,Bologna,Brescia,2,1,H,17,14,6,3,3,2,0,0,2019
2020-01-02,Cagliari,Parma,2,2,D,12,15,8,7,3,2,0,0,2019
2020-01-02,Sassuolo,AS Roma,4,2,H,6,19,5,11,1,7,0,1,2019
2020-02-02,Juventus,Fiorentina,3,0,H,9,13,10,5,1,4,0,0,2019
2020-02-02,Atalanta,Genoa,2,2,D,19,19,7,1,2,6,0,1,2019
2020-02-02,Lazio,SPAL,5,1,H,9,7,5,2,1,2,0,0,2019
2020-02-02,AC Milan,Hellas Verona,1,1,D,11,12,9,3,1,4,0,1,2019
2020-02-02,Lecce,Torino,4,0,H,14,23,5,3,3,3,0,0,2019
2020-02-02,Udinese,Internazionale,0,2,A,10,16,3,2,2,2,0,0,2019
2020-03-02,Sampdoria,Napoli,2,4,A,17,6,4,6,4,3,0,0,2019
2020-05-02,Lazio,Hellas Verona,0,0,D,12,15,6,7,3,2,0,0,2019
2020-07-02,AS Roma,Bologna,2,3,A,11,16,6,6,2,4,1,0,2019
2020-08-02,Fiorentina,Atalanta,1,2,A,20,13,4,3,2,2,0,0,2019
2020-08-02,Torino,Sampdoria,1,3,A,16,19,2,3,3,5,1,0,2019
2020-08-02,Hellas Verona,Juventus,2,1,H,11,18,3,4,2,3,0,0,2019
2020-09-02,SPAL,Sassuolo,1,2,A,16,16,1,6,2,4,0,0,2019
2020-09-02,Brescia,Udinese,1,1,D,8,17,4,9,0,3,0,0,2019
2020-09-02,Genoa,Cagliari,1,0,H,15,15,5,3,3,6,0,0,2019
2020-09-02,Napoli,Lecce,2,3,A,14,10,10,4,5,3,0,0,2019
2020-09-02,Parma,Lazio,0,1,A,13,10,7,6,4,3,0,0,2019
2020-09-02,Internazionale,AC Milan,4,2,H,6,13,7,6,4,2,0,0,2019
2020-02-15,Lecce,SPAL,2,1,H,13,23,4,8,5,3,0,0,2019
2020-02-15,Bologna,Genoa,0,3,A,19,13,4,4,3,5,2,0,2019
2020-02-15,Atalanta,AS Roma,2,1,H,11,15,5,2,1,5,0,0,2019
2020-02-16,Udinese,Hellas Verona,0,0,D,13,17,9,6,1,2,0,0,2019
2020-02-16,Juventus,Brescia,2,0,H,12,8,16,2,3,2,0,1,2019
2020-02-16,Sampdoria,Fiorentina,1,5,A,13,13,7,3,5,4,1,1,2019
2020-02-16,Sassuolo,Parma,0,1,A,14,19,5,3,5,4,0,0,2019
2020-02-16,Cagliari,Napoli,0,1,A,14,11,2,3,3,1,0,0,2019
2020-02-16,Lazio,Internazionale,2,1,H,13,15,6,6,5,2,0,0,2019
2020-02-17,AC Milan,Torino,1,0,H,16,11,9,5,3,3,0,0,2019
2020-02-21,Brescia,Napoli,1,2,A,16,14,4,4,3,3,0,0,2019
2020-02-22,Bologna,Udinese,1,1,D,13,12,7,5,1,2,0,0,2019
2020-02-22,SPAL,Juventus,1,2,A,25,15,3,4,4,2,0,0,2019
2020-02-22,Fiorentina,AC Milan,1,1,D,11,15,4,3,1,3,1,0,2019
2020-02-23,Genoa,Lazio,2,3,A,12,13,6,1,2,2,0,0,2019
2020-02-23,AS Roma,Lecce,4,0,H,9,6,6,4,1,0,0,0,2019
2020-02-29,Lazio,Bologna,2,0,H,9,12,7,5,1,4,0,0,2019
2020-02-29,Napoli,Torino,2,1,H,12,13,7,1,1,3,0,0,2019
2020-01-03,Lecce,Atalanta,2,7,A,9,12,2,11,2,2,0,0,2019
2020-01-03,Cagliari,AS Roma,3,4,A,14,13,2,7,4,5,0,0,2019
2020-08-03,Parma,SPAL,0,1,A,19,22,4,5,2,2,0,0,2019
2020-08-03,AC Milan,Genoa,1,2,A,14,12,7,5,0,0,0,1,2019
2020-08-03,Sampdoria,Hellas Verona,2,1,H,14,23,2,6,4,3,0,0,2019
2020-08-03,Udinese,Fiorentina,0,0,D,8,5,6,9,2,0,0,0,2019
2020-08-03,Juventus,Internazionale,2,0,H,8,18,5,4,1,3,0,1,2019
2020-09-03,Sassuolo,Brescia,3,0,H,15,9,5,4,3,3,0,0,2019
2020-06-20,Torino,Parma,1,1,D,16,17,5,2,1,2,0,0,2019
2020-06-20,Hellas Verona,Cagliari,2,1,H,4,19,1,7,1,6,1,1,2019
2020-06-21,Atalanta,Sassuolo,4,1,H,24,6,4,3,4,3,0,0,2019
2020-06-21,Internazionale,Sampdoria,2,1,H,17,21,5,1,3,3,0,0,2019
2020-06-22,Fiorentina,Brescia,1,1,D,21,21,7,2,5,4,1,0,2019
2020-06-22,Lecce,AC Milan,1,4,A,8,13,5,4,1,1,0,0,2019
2020-06-22,Bologna,Juventus,0,2,A,16,16,8,2,1,4,0,1,2019
2020-06-23,SPAL,Cagliari,0,1,A,21,12,1,9,3,3,0,0,2019
2020-06-23,Hellas Verona,Napoli,0,2,A,16,7,8,4,1,1,0,0,2019
2020-06-23,Genoa,Parma,1,4,A,15,15,1,3,1,2,0,0,2019
2020-06-23,Torino,Udinese,1,0,H,11,11,1,16,0,0,0,0,2019
2020-06-24,Internazionale,Sassuolo,3,3,D,18,20,7,6,3,1,1,0,2019
2020-06-24,Atalanta,Lazio,3,2,H,13,15,11,0,2,2,0,0,2019
2020-06-24,AS Roma,Sampdoria,2,1,H,10,14,10,8,0,0,0,0,2019
2020-06-26,Juventus,Lecce,4,0,H,15,7,12,4,1,0,0,1,2019
2020-06-27,Brescia,Genoa,2,2,D,16,16,1,8,4,2,0,0,2019
2020-06-27,Cagliari,Torino,4,2,H,15,12,3,5,3,0,0,0,2019
2020-06-27,Lazio,Fiorentina,2,1,H,13,13,7,1,5,2,0,1,2019
2020-06-28,AC Milan,AS Roma,2,0,H,10,16,5,6,2,2,0,0,2019
2020-06-28,Napoli,SPAL,3,1,H,14,14,4,1,0,3,0,0,2019
2020-06-28,Sampdoria,Bologna,1,2,A,17,15,13,4,3,1,0,0,2019
2020-06-28,Sassuolo,Hellas Verona,3,3,D,17,13,12,2,2,2,0,0,2019
2020-06-28,Udinese,Atalanta,2,3,A,14,9,0,10,2,2,0,0,2019
2020-06-28,Parma,Internazionale,1,2,A,9,13,1,8,3,4,1,1,2019
2020-06-30,Torino,Lazio,1,2,A,15,16,2,8,1,3,0,0,2019
2020-06-30,Genoa,Juventus,1,3,A,21,10,2,9,5,1,0,0,2019
2020-01-07,Bologna,Cagliari,1,1,D,20,17,7,2,3,2,0,0,2019
2020-01-07,Internazionale,Brescia,6,0,H,13,10,4,4,2,2,0,0,2019
2020-01-07,Fiorentina,Sassuolo,1,3,A,20,12,8,3,4,2,0,0,2019
2020-01-07,Lecce,Sampdoria,1,2,A,13,14,9,5,2,3,0,0,2019
2020-01-07,SPAL,AC Milan,2,2,D,9,12,3,17,3,0,1,0,2019
2020-01-07,Hellas Verona,Parma,3,2,H,14,10,3,1,2,3,0,0,2019
2020-02-07,Atalanta,Napoli,2,0,H,17,14,5,5,1,1,0,0,2019
2020-02-07,AS Roma,Udinese,0,2,A,10,11,10,7,3,2,1,0,2019
2020-04-07,Juventus,Torino,4,1,H,11,8,5,8,4,2,0,0,2019
2020-04-07,Sassuolo,Lecce,4,2,H,15,21,4,4,3,4,0,0,2019
2020-04-07,Lazio,AC Milan,0,3,A,14,12,5,1,1,1,0,0,2019
2020-05-07,Internazionale,Bologna,1,2,A,16,12,12,9,3,3,1,1,2019
2020-05-07,Brescia,Hellas Verona,2,0,H,11,13,3,11,3,1,0,0,2019
2020-05-07,Cagliari,Atalanta,0,1,A,15,14,6,4,3,2,1,0,2019
2020-05-07,Parma,Fiorentina,1,2,A,17,14,3,0,4,6,0,0,2019
2020-05-07,Sampdoria,SPAL,3,0,H,18,12,4,13,1,1,0,0,2019
2020-05-07,Udinese,Genoa,2,2,D,13,14,2,4,3,2,0,0,2019
2020-05-07,Napoli,AS Roma,2,1,H,10,16,8,1,2,4,0,0,2019
2020-07-07,Lecce,Lazio,2,1,H,8,11,3,14,3,3,0,1,2019
2020-07-07,AC Milan,Juventus,4,2,H,14,16,2,6,4,1,0,0,2019
2020-08-07,Fiorentina,Cagliari,0,0,D,11,10,6,3,2,2,0,0,2019
2020-08-07,Genoa,Napoli,1,2,A,13,6,6,8,1,0,0,0,2019
2020-08-07,Atalanta,Sampdoria,2,0,H,12,19,7,9,2,3,0,0,2019
2020-08-07,Bologna,Sassuolo,1,2,A,17,16,7,8,3,4,0,0,2019
2020-08-07,AS Roma,Parma,2,1,H,17,10,9,3,5,1,0,0,2019
2020-08-07,Torino,Brescia,3,1,H,24,19,6,5,1,3,0,0,2019
2020-09-07,SPAL,Udinese,0,3,A,11,9,9,1,0,0,0,0,2019
2020-09-07,Hellas Verona,Internazionale,2,2,D,19,11,0,5,3,2,0,0,2019
2020-11-07,Lazio,Sassuolo,1,2,A,13,7,1,5,4,2,0,0,2019
2020-11-07,Brescia,AS Roma,0,3,A,19,16,3,8,1,2,0,0,2019
2020-11-07,Juventus,Atalanta,2,2,D,11,16,2,4,3,2,0,0,2019
2020-12-07,Genoa,SPAL,2,0,H,15,19,7,2,1,2,0,0,2019
2020-12-07,Cagliari,Lecce,0,0,D,10,7,6,7,1,1,0,0,2019
2020-12-07,Fiorentina,Hellas Verona,1,1,D,15,14,6,8,3,2,0,0,2019
2020-12-07,Parma,Bologna,2,2,D,17,24,6,2,1,1,0,0,2019
2020-12-07,Udinese,Sampdoria,1,3,A,16,10,10,7,1,4,0,0,2019
2020-12-07,Napoli,AC Milan,2,2,D,9,18,7,2,2,4,0,1,2019
2020-07-13,Internazionale,Torino,3,1,H,21,18,9,2,5,3,0,0,2019
2020-07-14,Atalanta,Brescia,6,2,H,12,10,1,1,0,0,0,0,2019
2020-07-15,Bologna,Napoli,1,1,D,20,9,8,4,1,1,0,0,2019
2020-07-15,AC Milan,Parma,3,1,H,9,10,7,6,1,2,0,0,2019
2020-07-15,Sampdoria,Cagliari,3,0,H,13,15,4,3,0,2,0,0,2019
2020-07-15,Lecce,Fiorentina,1,3,A,15,7,6,5,3,2,0,0,2019
2020-07-15,AS Roma,Hellas Verona,2,1,H,14,6,7,6,4,3,0,0,2019
2020-07-15,Sassuolo,Juventus,3,3,D,14,13,3,9,4,4,0,0,2019
2020-07-15,Udinese,Lazio,0,0,D,12,11,4,5,2,3,0,0,2019
2020-07-16,Torino,Genoa,3,0,H,20,18,8,4,2,2,0,0,2019
2020-07-16,SPAL,Internazionale,0,4,A,10,9,0,7,2,3,0,0,2019
2020-07-18,Hellas Verona,Atalanta,1,1,D,15,15,7,5,2,2,0,0,2019
2020-07-18,Cagliari,Sassuolo,1,1,D,14,15,0,9,4,2,1,0,2019
2020-07-18,AC Milan,Bologna,5,1,H,19,14,7,2,2,1,0,0,2019
2020-07-19,Parma,Sampdoria,2,3,A,13,11,4,6,0,1,0,0,2019
2020-07-19,Brescia,SPAL,2,1,H,10,14,7,4,2,2,0,0,2019
2020-07-19,Fiorentina,Torino,2,0,H,7,11,4,1,1,2,0,0,2019
2020-07-19,Genoa,Lecce,2,1,H,12,10,3,8,2,3,0,0,2019
2020-07-19,Napoli,Udinese,2,1,H,13,17,2,3,3,2,0,0,2019
2020-07-19,AS Roma,Internazionale,2,2,D,18,13,8,5,1,1,0,0,2019
2020-07-20,Juventus,Lazio,2,1,H,18,15,4,7,3,1,0,0,2019
2020-07-21,Atalanta,Bologna,1,0,H,19,14,6,4,4,2,0,0,2019
2020-07-21,Sassuolo,AC Milan,1,2,A,12,24,5,3,3,4,1,0,2019
2020-07-22,Parma,Napoli,2,1,H,8,12,3,3,3,1,0,0,2019
2020-07-22,Internazionale,Fiorentina,0,0,D,13,13,11,2,1,3,0,0,2019
2020-07-22,Lecce,Brescia,3,1,H,11,11,5,10,2,1,0,0,2019
2020-07-22,Sampdoria,Genoa,1,2,A,14,13,5,0,4,2,0,0,2019
2020-07-22,SPAL,AS Roma,1,6,A,10,11,3,1,1,0,0,0,2019
2020-07-22,Torino,Hellas Verona,1,1,D,18,16,5,4,4,2,0,0,2019
2020-07-23,Udinese,Juventus,2,1,H,9,8,3,7,2,2,0,0,2019
2020-07-23,Lazio,Cagliari,2,1,H,14,11,13,3,3,1,0,0,2019
2020-07-24,AC Milan,Atalanta,1,1,D,17,12,3,7,1,1,0,0,2019
2020-07-25,Brescia,Parma,1,2,A,15,13,5,3,4,0,0,0,2019
2020-07-25,Genoa,Internazionale,0,3,A,12,15,4,6,2,3,0,0,2019
2020-07-25,Napoli,Sassuolo,2,0,H,4,10,7,4,1,3,0,0,2019
2020-07-26,Bologna,Lecce,3,2,H,16,8,9,6,1,1,0,0,2019
2020-07-26,Cagliari,Udinese,0,1,A,10,17,4,8,2,1,0,0,2019
2020-07-26,AS Roma,Fiorentina,2,1,H,13,14,8,3,1,4,0,0,2019
2020-07-26,SPAL,Torino,1,1,D,11,17,0,10,2,3,0,0,2019
2020-07-26,Hellas Verona,Lazio,1,5,A,16,7,8,5,2,2,0,0,2019
2020-07-26,Juventus,Sampdoria,2,0,H,17,13,4,5,4,5,0,1,2019
2020-07-28,Parma,Atalanta,1,2,A,17,16,3,3,2,1,0,0,2019
2020-07-28,Internazionale,Napoli,2,0,H,16,8,3,9,4,1,0,0,2019
2020-07-29,Lazio,Brescia,2,0,H,11,10,5,6,1,2,0,0,2019
2020-07-29,Sampdoria,AC Milan,1,4,A,5,6,4,6,1,1,0,0,2019
2020-07-29,Sassuolo,Genoa,5,0,H,11,6,2,3,1,1,0,0,2019
2020-07-29,Udinese,Lecce,1,2,A,12,11,5,5,1,4,0,0,2019
2020-07-29,Hellas Verona,SPAL,3,0,H,15,13,7,1,1,1,0,0,2019
2020-07-29,Cagliari,Juventus,2,0,H,13,12,1,9,2,1,0,0,2019
2020-07-29,Fiorentina,Bologna,4,0,H,14,11,3,5,2,1,0,0,2019
2020-07-29,Torino,AS Roma,2,3,A,8,18,4,8,2,3,0,0,2019
2020-01-08,Brescia,Sampdoria,1,1,D,9,17,5,4,1,4,0,1,2019
2020-01-08,Atalanta,Internazionale,0,2,A,10,12,7,1,2,3,0,0,2019
2020-01-08,Juventus,AS Roma,1,3,A,10,12,6,5,1,4,0,0,2019
2020-01-08,AC Milan,Cagliari,3,0,H,16,7,7,6,1,3,0,0,2019
2020-01-08,Napoli,Lazio,3,1,H,10,11,2,2,3,2,0,0,2019
2020-02-08,SPAL,Fiorentina,1,3,A,6,14,3,10,1,1,0,0,2019
2020-02-08,Bologna,Torino,1,1,D,15,17,7,3,3,3,0,0,2019
2020-02-08,Genoa,Hellas Verona,3,0,H,8,13,4,9,4,0,2,1,2019
2020-02-08,Lecce,Parma,3,4,A,3,7,5,4,0,2,0,0,2019
2020-02-08,Sassuolo,Udinese,0,1,A,9,11,6,7,1,1,0,0,2019
2020-09-19,Fiorentina,Torino,1,0,H,17,20,4,1,3,1,0,0,2020
2020-09-19,Hellas Verona,AS Roma,0,0,D,19,20,0,6,2,0,0,0,2020
2020-09-20,Parma,Napoli,0,2,A,16,12,4,2,4,1,0,0,2020
2020-09-20,Genoa,Crotone,4,1,H,13,14,6,4,4,2,0,0,2020
2020-09-20,Sassuolo,Cagliari,1,1,D,9,18,7,3,1,3,0,0,2020
2020-09-20,Juventus,Sampdoria,3,0,H,15,9,6,4,1,1,0,0,2020
2020-09-21,AC Milan,Bologna,2,0,H,13,17,7,4,3,5,0,1,2020
2020-09-26,Torino,Atalanta,2,4,A,11,12,2,6,1,2,0,0,2020
2020-09-26,Cagliari,Lazio,0,2,A,8,13,3,6,1,1,0,0,2020
2020-09-26,Sampdoria,Benevento,2,3,A,17,12,6,4,3,1,0,0,2020
2020-09-26,Internazionale,Fiorentina,4,3,H,15,10,5,1,1,1,0,0,2020
2020-09-27,Spezia,Sassuolo,1,4,A,13,8,3,5,2,1,0,0,2020
2020-09-27,Napoli,Genoa,6,0,H,6,13,4,2,1,2,0,0,2020
2020-09-27,Hellas Verona,Udinese,1,0,H,13,13,1,9,1,0,0,0,2020
2020-09-27,Crotone,AC Milan,0,2,A,14,15,2,5,1,3,0,0,2020
2020-09-27,AS Roma,Juventus,2,2,D,19,9,5,7,2,3,0,1,2020
2020-09-28,Bologna,Parma,4,1,H,12,9,8,9,1,2,0,1,2020
2020-09-30,Benevento,Internazionale,2,5,A,10,15,5,1,1,0,0,0,2020
2020-09-30,Udinese,Spezia,0,2,A,13,17,2,2,0,5,0,1,2020
2020-09-30,Lazio,Atalanta,1,4,A,16,11,7,3,7,2,0,0,2020
2020-02-10,Fiorentina,Sampdoria,1,2,A,11,16,8,4,0,3,0,0,2020
2020-03-10,Sassuolo,Crotone,4,1,H,15,15,3,4,2,3,0,0,2020
2020-03-10,Udinese,AS Roma,0,1,A,15,10,4,1,1,0,0,0,2020
2020-04-10,Atalanta,Cagliari,5,2,H,11,9,3,9,0,0,0,0,2020
2020-04-10,Benevento,Bologna,1,0,H,13,15,4,10,2,1,0,0,2020
2020-04-10,Lazio,Internazionale,1,1,D,14,13,7,8,3,4,1,1,2020
2020-04-10,Parma,Hellas Verona,1,0,H,11,19,7,6,1,1,0,0,2020
2020-04-10,AC Milan,Spezia,3,0,H,14,19,4,6,1,2,0,0,2020
2020-10-17,Napoli,Atalanta,4,1,H,12,23,6,2,1,3,0,0,2020
2020-10-17,Internazionale,AC Milan,1,2,A,18,11,3,5,3,4,0,0,2020
2020-10-17,Sampdoria,Lazio,3,0,H,12,10,3,3,2,2,0,0,2020
2020-10-17,Crotone,Juventus,1,1,D,17,14,3,4,3,3,0,1,2020
2020-10-18,Bologna,Sassuolo,3,4,A,20,12,7,11,2,2,0,0,2020
2020-10-18,Spezia,Fiorentina,2,2,D,15,18,5,5,2,2,0,0,2020
2020-10-18,Torino,Cagliari,2,3,A,14,16,2,4,2,3,1,0,2020
2020-10-18,Udinese,Parma,3,2,H,12,11,11,2,3,2,0,0,2020
2020-10-18,AS Roma,Benevento,5,2,H,17,7,6,4,3,2,0,0,2020
2020-10-19,Hellas Verona,Genoa,0,0,D,14,15,14,2,1,4,0,0,2020
2020-10-23,Sassuolo,Torino,3,3,D,10,12,6,8,2,2,0,0,2020
2020-10-24,Atalanta,Sampdoria,1,3,A,11,18,3,1,3,4,0,0,2020
2020-10-24,Genoa,Internazionale,0,2,A,11,17,1,9,1,1,0,0,2020
2020-10-24,Lazio,Bologna,2,1,H,14,15,8,9,3,3,0,0,2020
2020-10-25,Cagliari,Crotone,4,2,H,13,13,5,1,2,4,0,1,2020
2020-10-25,Benevento,Napoli,1,2,A,18,13,3,15,3,1,0,0,2020
2020-10-25,Parma,Spezia,2,2,D,12,22,12,3,3,2,0,0,2020
2020-10-25,Fiorentina,Udinese,3,2,H,16,14,2,7,1,3,0,0,2020
2020-10-25,Juventus,Hellas Verona,1,1,D,14,19,6,3,1,4,0,0,2020
2020-10-26,AC Milan,AS Roma,3,3,D,15,15,7,7,3,2,0,0,2020
2020-10-31,Crotone,Atalanta,1,2,A,11,22,1,3,1,3,0,0,2020
2020-10-31,Internazionale,Parma,2,2,D,13,7,15,2,1,1,0,0,2020
2020-10-31,Bologna,Cagliari,3,2,H,12,19,7,3,3,3,0,0,2020
2020-01-11,Udinese,AC Milan,1,2,A,14,12,2,4,2,2,0,0,2020
2020-01-11,Spezia,Juventus,1,4,A,14,7,4,3,3,1,0,0,2020
2020-01-11,Torino,Lazio,3,4,A,11,12,7,1,2,4,0,0,2020
2020-01-11,Napoli,Sassuolo,0,2,A,7,9,12,3,2,2,0,0,2020
2020-01-11,AS Roma,Fiorentina,2,0,H,17,16,7,4,3,2,0,1,2020
2020-01-11,Sampdoria,Genoa,1,1,D,19,11,7,4,5,1,0,0,2020
2020-02-11,Hellas Verona,Benevento,3,1,H,18,14,4,5,5,4,0,1,2020
2020-04-11,Genoa,Torino,1,2,A,10,18,5,2,2,4,0,0,2020
2020-06-11,Sassuolo,Udinese,0,0,D,17,13,3,6,2,2,0,0,2020
2020-07-11,Cagliari,Sampdoria,2,0,H,12,16,2,6,0,2,0,1,2020
2020-07-11,Benevento,Spezia,0,3,A,13,18,2,4,3,3,0,0,2020
2020-07-11,Parma,Fiorentina,0,0,D,17,17,2,3,1,2,0,0,2020
2020-08-11,Lazio,Juventus,1,1,D,12,12,4,2,2,2,0,0,2020
2020-08-11,Atalanta,Internazionale,1,1,D,15,13,2,5,1,3,0,0,2020
2020-08-11,Genoa,AS Roma,1,3,A,10,11,1,8,1,0,0,0,2020
2020-08-11,Torino,Crotone,0,0,D,15,16,6,3,3,4,0,1,2020
2020-08-11,Bologna,Napoli,0,1,A,12,11,4,7,3,0,0,0,2020
2020-08-11,AC Milan,Hellas Verona,2,2,D,16,20,14,1,1,3,0,0,2020
2020-11-21,Crotone,Lazio,0,2,A,11,11,2,6,3,4,0,0,2020
2020-11-21,Spezia,Atalanta,0,0,D,19,18,1,2,3,3,0,0,2020
2020-11-21,Juventus,Cagliari,2,0,H,11,7,9,1,3,2,0,0,2020
2020-11-22,Fiorentina,Benevento,0,1,A,14,16,4,4,2,3,0,0,2020
2020-11-22,Internazionale,Torino,4,2,H,20,14,1,1,3,2,0,0,2020
2020-11-22,AS Roma,Parma,3,0,H,5,4,4,1,0,0,0,0,2020
2020-11-22,Sampdoria,Bologna,1,2,A,10,9,9,10,2,2,0,0,2020
2020-11-22,Hellas Verona,Sassuolo,0,2,A,13,20,6,1,1,3,0,0,2020
2020-11-22,Udinese,Genoa,1,0,H,17,15,4,8,2,3,0,1,2020
2020-11-22,Napoli,AC Milan,1,3,A,8,16,8,5,3,4,1,0,2020
2020-11-28,Sassuolo,Internazionale,0,3,A,13,16,6,2,3,1,0,0,2020
2020-11-28,Benevento,Juventus,1,1,D,13,13,5,8,6,1,0,1,2020
2020-11-28,Atalanta,Hellas Verona,0,2,A,12,15,4,1,2,3,0,0,2020
2020-11-29,Lazio,Udinese,1,3,A,16,10,4,4,3,4,0,0,2020
2020-11-29,Bologna,Crotone,1,0,H,15,18,10,3,2,4,0,0,2020
2020-11-29,AC Milan,Fiorentina,2,0,H,15,15,3,6,2,4,0,0,2020
2020-11-29,Cagliari,Spezia,2,2,D,16,18,4,5,0,4,0,0,2020
2020-11-29,Napoli,AS Roma,4,0,H,3,10,11,4,1,2,0,0,2020
2020-11-30,Torino,Sampdoria,2,2,D,17,17,6,2,1,2,0,0,2020
2020-11-30,Genoa,Parma,1,2,A,12,16,2,2,2,2,0,0,2020
2020-05-12,Spezia,Lazio,1,2,A,15,12,7,0,3,1,0,0,2020
2020-05-12,Juventus,Torino,2,1,H,17,10,13,1,3,3,1,0,2020
2020-05-12,Internazionale,Bologna,3,1,H,12,13,7,3,1,2,0,0,2020
2020-06-12,Hellas Verona,Cagliari,1,1,D,11,14,7,5,2,0,0,0,2020
2020-06-12,Parma,Benevento,0,0,D,13,12,6,3,4,4,0,0,2020
2020-06-12,AS Roma,Sassuolo,0,0,D,10,12,12,5,5,3,1,0,2020
